latitude,longitude,NO2_molec_cm2,datetime
49.21,-122.99,8492882507374531.0,2025-07-11 17:00:00
49.21,-122.97,8472903432270772.0,2025-07-11 17:00:00
49.21,-122.95,8472903432270772.0,2025-07-11 17:00:00
49.21,-122.93,1.0561637367512884e+16,2025-07-11 17:00:00
49.21,-122.91,1.90472772194283e+16,2025-07-11 17:00:00
49.23,-123.29,4136086968796252.0,2025-07-11 17:00:00
49.23,-123.27,5553433775543493.0,2025-07-11 17:00:00
49.23,-123.25,5505935708410862.0,2025-07-11 17:00:00
49.23,-123.23,5452714585555785.0,2025-07-11 17:00:00
49.23,-123.21,5620273083814671.0,2025-07-11 17:00:00
49.23,-123.19,1.374731461658669e+16,2025-07-11 17:00:00
49.23,-123.17,1.6068840239233988e+16,2025-07-11 17:00:00
49.23,-123.15,1.5587008696977524e+16,2025-07-11 17:00:00
49.23,-123.13,1.5104282823896586e+16,2025-07-11 17:00:00
49.23,-123.11,1.5070632226261708e+16,2025-07-11 17:00:00
49.23,-123.09,1.452436772417973e+16,2025-07-11 17:00:00
49.23,-123.07,1.4309335225023962e+16,2025-07-11 17:00:00
49.23,-123.05,1.409392682659393e+16,2025-07-11 17:00:00
49.23,-123.03,1.5466073783552108e+16,2025-07-11 17:00:00
49.23,-123.01,1.6936855877334846e+16,2025-07-11 17:00:00
49.23,-122.99,1.7594397173094426e+16,2025-07-11 17:00:00
49.23,-122.97,1.842010788820809e+16,2025-07-11 17:00:00
49.23,-122.95,1.8562960955966556e+16,2025-07-11 17:00:00
49.23,-122.93,1.3437145080463292e+16,2025-07-11 17:00:00
49.23,-122.91,1.2710790687497104e+16,2025-07-11 17:00:00
49.25,-123.29,4214883756097479.0,2025-07-11 17:00:00
49.25,-123.27,4288577393924637.5,2025-07-11 17:00:00
49.25,-123.25,4137379336690216.5,2025-07-11 17:00:00
49.25,-123.23,3986108867839197.5,2025-07-11 17:00:00
49.25,-123.21,7971502943923986.0,2025-07-11 17:00:00
49.25,-123.19,1.0584153842935852e+16,2025-07-11 17:00:00
49.25,-123.17,1.0552677981559326e+16,2025-07-11 17:00:00
49.25,-123.15,1.0552677981559326e+16,2025-07-11 17:00:00
49.25,-123.13,1.1263229737519164e+16,2025-07-11 17:00:00
49.25,-123.11,1.2923414982608258e+16,2025-07-11 17:00:00
49.25,-123.09,1.3136945644628814e+16,2025-07-11 17:00:00
49.25,-123.07,1.3468427953845056e+16,2025-07-11 17:00:00
49.25,-123.05,1.3700069516993212e+16,2025-07-11 17:00:00
49.25,-123.03,1.7156178211069994e+16,2025-07-11 17:00:00
49.25,-123.01,1.722805499901459e+16,2025-07-11 17:00:00
49.25,-122.99,1.6678164031551396e+16,2025-07-11 17:00:00
49.25,-122.97,1.6244952585623244e+16,2025-07-11 17:00:00
49.25,-122.95,1.5712496268064808e+16,2025-07-11 17:00:00
49.25,-122.93,1.475419428915506e+16,2025-07-11 17:00:00
49.25,-122.91,1.5007974555880888e+16,2025-07-11 17:00:00
49.27,-123.29,3775609557382425.5,2025-07-11 17:00:00
49.27,-123.27,3814428582410176.0,2025-07-11 17:00:00
49.27,-123.25,3853317376086677.5,2025-07-11 17:00:00
49.27,-123.23,4759433198422162.0,2025-07-11 17:00:00
49.27,-123.21,7107420282141686.0,2025-07-11 17:00:00
49.27,-123.19,6706798894823850.0,2025-07-11 17:00:00
49.27,-123.17,6305297703969577.0,2025-07-11 17:00:00
49.27,-123.15,8019432767417926.0,2025-07-11 17:00:00
49.27,-123.13,1.6478045457361828e+16,2025-07-11 17:00:00
49.27,-123.11,1.6989913615934348e+16,2025-07-11 17:00:00
49.27,-123.09,1.7118033318080648e+16,2025-07-11 17:00:00
49.27,-123.07,1.6849472815301186e+16,2025-07-11 17:00:00
49.27,-123.05,1.3317828146003516e+16,2025-07-11 17:00:00
49.27,-123.03,1.2427093087439592e+16,2025-07-11 17:00:00
49.27,-123.01,1.2189386116468524e+16,2025-07-11 17:00:00
49.27,-122.99,1.1942797648540508e+16,2025-07-11 17:00:00
49.27,-122.97,1.2319825547439888e+16,2025-07-11 17:00:00
49.27,-122.95,1.2800288882887528e+16,2025-07-11 17:00:00
49.27,-122.93,1.2176712256137912e+16,2025-07-11 17:00:00
49.27,-122.91,1.1551964230308272e+16,2025-07-11 17:00:00
49.29,-123.29,4114007525445178.5,2025-07-11 17:00:00
49.29,-123.27,4067066842360980.0,2025-07-11 17:00:00
49.29,-123.25,4180489625274891.5,2025-07-11 17:00:00
49.29,-123.23,4718954633170608.0,2025-07-11 17:00:00
49.29,-123.21,4605045949744289.0,2025-07-11 17:00:00
49.29,-123.19,4478386462558384.0,2025-07-11 17:00:00
49.29,-123.17,4900646453396617.0,2025-07-11 17:00:00
49.29,-123.15,1.2025805764522344e+16,2025-07-11 17:00:00
49.29,-123.13,1.2806044795400316e+16,2025-07-11 17:00:00
49.29,-123.11,1.2236140214773064e+16,2025-07-11 17:00:00
49.29,-123.09,1.1654692531900066e+16,2025-07-11 17:00:00
49.29,-123.07,1.0710817423633156e+16,2025-07-11 17:00:00
49.29,-123.05,9869609718329300.0,2025-07-11 17:00:00
49.29,-123.03,9686236745430428.0,2025-07-11 17:00:00
49.29,-123.01,9676420669776854.0,2025-07-11 17:00:00
49.29,-122.99,8770919924513724.0,2025-07-11 17:00:00
49.29,-122.97,7755111359243960.0,2025-07-11 17:00:00
49.29,-122.95,8134235561108257.0,2025-07-11 17:00:00
49.29,-122.93,8702071283593918.0,2025-07-11 17:00:00
49.29,-122.91,9106180160903354.0,2025-07-11 17:00:00
49.31,-123.29,3300134571747835.5,2025-07-11 17:00:00
49.31,-123.27,3317795564917760.5,2025-07-11 17:00:00
49.31,-123.25,3485806425178008.5,2025-07-11 17:00:00
49.31,-123.23,3496107643988361.0,2025-07-11 17:00:00
49.31,-123.21,3501369438994917.5,2025-07-11 17:00:00
49.31,-123.19,3621283459005871.0,2025-07-11 17:00:00
49.31,-123.17,8174062612171859.0,2025-07-11 17:00:00
49.31,-123.15,9293483785354434.0,2025-07-11 17:00:00
49.31,-123.13,9100480622578588.0,2025-07-11 17:00:00
49.31,-123.11,8907116371533766.0,2025-07-11 17:00:00
49.31,-123.09,1.1827300350652182e+16,2025-07-11 17:00:00
49.31,-123.07,1.3155597665476602e+16,2025-07-11 17:00:00
49.31,-123.05,1.363352736266905e+16,2025-07-11 17:00:00
49.31,-123.03,1.4112377599096366e+16,2025-07-11 17:00:00
49.31,-123.01,1.3910624126295356e+16,2025-07-11 17:00:00
49.31,-122.99,1.3069208272168728e+16,2025-07-11 17:00:00
49.31,-122.97,1.3600151882376022e+16,2025-07-11 17:00:00
49.31,-122.95,1.3788033970204698e+16,2025-07-11 17:00:00
49.31,-122.93,1.3306176831005106e+16,2025-07-11 17:00:00
49.31,-122.91,9639263077778858.0,2025-07-11 17:00:00
49.33,-123.29,3721450063536990.5,2025-07-11 17:00:00
49.33,-123.27,3601486809882127.0,2025-07-11 17:00:00
49.33,-123.25,3622377228962537.0,2025-07-11 17:00:00
49.33,-123.23,3633387636104086.0,2025-07-11 17:00:00
49.33,-123.21,3639155160907606.0,2025-07-11 17:00:00
49.33,-123.19,6043262482299067.0,2025-07-11 17:00:00
49.33,-123.17,7401001836991872.0,2025-07-11 17:00:00
49.33,-123.15,7375927793220687.0,2025-07-11 17:00:00
49.33,-123.13,7164079488796995.0,2025-07-11 17:00:00
49.33,-123.11,9138869248835476.0,2025-07-11 17:00:00
49.33,-123.09,1.3236801449350558e+16,2025-07-11 17:00:00
49.33,-123.07,1.2301779314218222e+16,2025-07-11 17:00:00
49.33,-123.05,1.1352707473977306e+16,2025-07-11 17:00:00
49.33,-123.03,1.1222730086437948e+16,2025-07-11 17:00:00
49.33,-123.01,1.1424382151132002e+16,2025-07-11 17:00:00
49.33,-122.99,1.1040739746850684e+16,2025-07-11 17:00:00
49.33,-122.97,1.0738324283510762e+16,2025-07-11 17:00:00
49.33,-122.95,1.0400199036097854e+16,2025-07-11 17:00:00
49.33,-122.93,6646666861852175.0,2025-07-11 17:00:00
49.33,-122.91,5350597001466137.0,2025-07-11 17:00:00
49.35,-123.29,3437667774010856.5,2025-07-11 17:00:00
49.35,-123.27,3318912422111690.0,2025-07-11 17:00:00
49.35,-123.25,3262587341381926.0,2025-07-11 17:00:00
49.35,-123.23,3206173267139467.0,2025-07-11 17:00:00
49.35,-123.21,3405313216592529.5,2025-07-11 17:00:00
49.35,-123.19,4102450036919690.5,2025-07-11 17:00:00
49.35,-123.17,3853631097197524.5,2025-07-11 17:00:00
49.35,-123.15,3629338723756254.5,2025-07-11 17:00:00
49.35,-123.13,3641775539038132.5,2025-07-11 17:00:00
49.35,-123.11,3806718378289261.5,2025-07-11 17:00:00
49.35,-123.09,3651194021331934.5,2025-07-11 17:00:00
49.35,-123.07,3480761330874725.0,2025-07-11 17:00:00
49.35,-123.05,3445226251943542.0,2025-07-11 17:00:00
49.35,-123.03,7095438442635971.0,2025-07-11 17:00:00
49.35,-123.01,7705918243184295.0,2025-07-11 17:00:00
49.35,-122.99,7404459856190295.0,2025-07-11 17:00:00
49.35,-122.97,7102531645203019.0,2025-07-11 17:00:00
49.35,-122.95,5539895481953237.0,2025-07-11 17:00:00
49.35,-122.93,3965737798965234.5,2025-07-11 17:00:00
49.35,-122.91,3948243664265267.5,2025-07-11 17:00:00
49.15,-123.29,4477657724798437.5,2025-07-11 18:00:00
49.15,-123.27,4476439311278873.0,2025-07-11 18:00:00
49.15,-123.25,5779669351664607.0,2025-07-11 18:00:00
49.15,-123.23,6509265663603710.0,2025-07-11 18:00:00
49.15,-123.21,6509265663603710.0,2025-07-11 18:00:00
49.15,-123.19,6525253614492357.0,2025-07-11 18:00:00
49.15,-123.17,8584401198203742.0,2025-07-11 18:00:00
49.15,-123.15,1.1948918827128372e+16,2025-07-11 18:00:00
49.15,-123.13,1.207323751310053e+16,2025-07-11 18:00:00
49.15,-123.11,1.2196411068156442e+16,2025-07-11 18:00:00
49.15,-123.09,1.3771710768028454e+16,2025-07-11 18:00:00
49.15,-123.07,1.6323446380769974e+16,2025-07-11 18:00:00
49.15,-123.05,1.716297321000042e+16,2025-07-11 18:00:00
49.15,-123.03,1.7905291976137924e+16,2025-07-11 18:00:00
49.15,-123.01,1.7679041226053134e+16,2025-07-11 18:00:00
49.15,-122.99,1.0380824668719052e+16,2025-07-11 18:00:00
49.15,-122.97,1.0013361463012874e+16,2025-07-11 18:00:00
49.15,-122.95,1.0707901918822498e+16,2025-07-11 18:00:00
49.15,-122.93,1.089352063692458e+16,2025-07-11 18:00:00
49.15,-122.91,8181370953851382.0,2025-07-11 18:00:00
49.17,-123.29,6191456496688293.0,2025-07-11 18:00:00
49.17,-123.27,7498945817854414.0,2025-07-11 18:00:00
49.17,-123.25,8866732384620074.0,2025-07-11 18:00:00
49.17,-123.23,9106886371207288.0,2025-07-11 18:00:00
49.17,-123.21,9347498787672382.0,2025-07-11 18:00:00
49.17,-123.19,1.0400098835398212e+16,2025-07-11 18:00:00
49.17,-123.17,1.3194866228790566e+16,2025-07-11 18:00:00
49.17,-123.15,1.327713124661805e+16,2025-07-11 18:00:00
49.17,-123.13,1.3277137685665e+16,2025-07-11 18:00:00
49.17,-123.11,1.416281377846505e+16,2025-07-11 18:00:00
49.17,-123.09,2.0448001432467336e+16,2025-07-11 18:00:00
49.17,-123.07,2.1250843516915876e+16,2025-07-11 18:00:00
49.17,-123.05,2.1023395513661624e+16,2025-07-11 18:00:00
49.17,-123.03,2.0787184252327776e+16,2025-07-11 18:00:00
49.17,-123.01,1.6809570216996612e+16,2025-07-11 18:00:00
49.17,-122.99,1.5060741076816056e+16,2025-07-11 18:00:00
49.17,-122.97,1.571391452503668e+16,2025-07-11 18:00:00
49.17,-122.95,1.6368241529558574e+16,2025-07-11 18:00:00
49.17,-122.93,1.053801543491246e+16,2025-07-11 18:00:00
49.17,-122.91,6458834060994700.0,2025-07-11 18:00:00
49.19,-123.29,6992187923330161.0,2025-07-11 18:00:00
49.19,-123.27,8276723975826383.0,2025-07-11 18:00:00
49.19,-123.25,8035195658618505.0,2025-07-11 18:00:00
49.19,-123.23,7776326850482849.0,2025-07-11 18:00:00
49.19,-123.21,8380255575439449.0,2025-07-11 18:00:00
49.19,-123.19,1.3031542309268012e+16,2025-07-11 18:00:00
49.19,-123.17,1.3341514528847188e+16,2025-07-11 18:00:00
49.19,-123.15,1.3347628760008576e+16,2025-07-11 18:00:00
49.19,-123.13,1.357008270281074e+16,2025-07-11 18:00:00
49.19,-123.11,1.7544831067768134e+16,2025-07-11 18:00:00
49.19,-123.09,1.8788368873849164e+16,2025-07-11 18:00:00
49.19,-123.07,1.8788368873849164e+16,2025-07-11 18:00:00
49.19,-123.05,1.8793443937554904e+16,2025-07-11 18:00:00
49.19,-123.03,1.9147063395616824e+16,2025-07-11 18:00:00
49.19,-123.01,1.949190005766767e+16,2025-07-11 18:00:00
49.19,-122.99,1.9865820811850584e+16,2025-07-11 18:00:00
49.19,-122.97,2.02404596318085e+16,2025-07-11 18:00:00
49.19,-122.95,1.6047953223949816e+16,2025-07-11 18:00:00
49.19,-122.93,8803333138215246.0,2025-07-11 18:00:00
49.19,-122.91,9281190838962416.0,2025-07-11 18:00:00
49.21,-123.29,6127591966841880.0,2025-07-11 18:00:00
49.21,-123.27,6032419699521962.0,2025-07-11 18:00:00
49.21,-123.25,5866958899003873.0,2025-07-11 18:00:00
49.21,-123.23,6067009676494537.0,2025-07-11 18:00:00
49.21,-123.21,1.1551418853759622e+16,2025-07-11 18:00:00
49.21,-123.19,1.2638197353707614e+16,2025-07-11 18:00:00
49.21,-123.17,1.2510552029127472e+16,2025-07-11 18:00:00
49.21,-123.15,1.241311629991053e+16,2025-07-11 18:00:00
49.21,-123.13,1.6823217021570258e+16,2025-07-11 18:00:00
49.21,-123.11,1.9220038293211052e+16,2025-07-11 18:00:00
49.21,-123.09,1.9262953615066864e+16,2025-07-11 18:00:00
49.21,-123.07,1.9305954176405972e+16,2025-07-11 18:00:00
49.21,-123.05,2.120658288681632e+16,2025-07-11 18:00:00
49.21,-123.03,2.3581272818937224e+16,2025-07-11 18:00:00
49.21,-123.01,2.3581272818937224e+16,2025-07-11 18:00:00
49.21,-122.99,2.35034710861375e+16,2025-07-11 18:00:00
49.21,-122.97,2.1302076405671652e+16,2025-07-11 18:00:00
49.21,-122.95,1.3225847248736732e+16,2025-07-11 18:00:00
49.21,-122.93,1.3474519807033106e+16,2025-07-11 18:00:00
49.21,-122.91,1.4004806383584792e+16,2025-07-11 18:00:00
49.23,-123.29,4123121083858095.0,2025-07-11 18:00:00
49.23,-123.27,4122842013090715.0,2025-07-11 18:00:00
49.23,-123.25,4179271444362133.5,2025-07-11 18:00:00
49.23,-123.23,9441965391305862.0,2025-07-11 18:00:00
49.23,-123.21,1.1378873611291526e+16,2025-07-11 18:00:00
49.23,-123.19,1.104265325150131e+16,2025-07-11 18:00:00
49.23,-123.17,1.0705842616875504e+16,2025-07-11 18:00:00
49.23,-123.15,1.4884219293478552e+16,2025-07-11 18:00:00
49.23,-123.13,1.919877701190639e+16,2025-07-11 18:00:00
49.23,-123.11,1.916437446100135e+16,2025-07-11 18:00:00
49.23,-123.09,1.9129910053785212e+16,2025-07-11 18:00:00
49.23,-123.07,1.9095145806140936e+16,2025-07-11 18:00:00
49.23,-123.05,1.988839016944178e+16,2025-07-11 18:00:00
49.23,-123.03,1.9588530426684736e+16,2025-07-11 18:00:00
49.23,-123.01,1.9228290115477376e+16,2025-07-11 18:00:00
49.23,-122.99,1.910955229943055e+16,2025-07-11 18:00:00
49.23,-122.97,2.033621262853076e+16,2025-07-11 18:00:00
49.23,-122.95,2.0476476412003548e+16,2025-07-11 18:00:00
49.23,-122.93,2.0476476412003548e+16,2025-07-11 18:00:00
49.23,-122.91,2.041328192299976e+16,2025-07-11 18:00:00
49.25,-123.29,4638185204231510.0,2025-07-11 18:00:00
49.25,-123.27,4691497190667504.0,2025-07-11 18:00:00
49.25,-123.25,6396425079287102.0,2025-07-11 18:00:00
49.25,-123.23,7807558101236426.0,2025-07-11 18:00:00
49.25,-123.21,7788803353597263.0,2025-07-11 18:00:00
49.25,-123.19,7788803353597264.0,2025-07-11 18:00:00
49.25,-123.17,1.1400949031510088e+16,2025-07-11 18:00:00
49.25,-123.15,1.8734978765995748e+16,2025-07-11 18:00:00
49.25,-123.13,1.8601790383695804e+16,2025-07-11 18:00:00
49.25,-123.11,1.8317307873487732e+16,2025-07-11 18:00:00
49.25,-123.09,1.8334671070464412e+16,2025-07-11 18:00:00
49.25,-123.07,1.8633608747721456e+16,2025-07-11 18:00:00
49.25,-123.05,1.8571774372875716e+16,2025-07-11 18:00:00
49.25,-123.03,1.8512867975893824e+16,2025-07-11 18:00:00
49.25,-123.01,1.8723357070903892e+16,2025-07-11 18:00:00
49.25,-122.99,2.3039435670224304e+16,2025-07-11 18:00:00
49.25,-122.97,2.382531288398306e+16,2025-07-11 18:00:00
49.25,-122.95,2.417668483471129e+16,2025-07-11 18:00:00
49.25,-122.93,2.452652389914109e+16,2025-07-11 18:00:00
49.25,-122.91,1.9376433539578788e+16,2025-07-11 18:00:00
49.27,-123.29,4000598961056989.0,2025-07-11 18:00:00
49.27,-123.27,5221708360623148.0,2025-07-11 18:00:00
49.27,-123.25,7128243942036145.0,2025-07-11 18:00:00
49.27,-123.23,7049930723952924.0,2025-07-11 18:00:00
49.27,-123.21,6969799012765442.0,2025-07-11 18:00:00
49.27,-123.19,8641624891813291.0,2025-07-11 18:00:00
49.27,-123.17,1.5089861900080538e+16,2025-07-11 18:00:00
49.27,-123.15,1.5400637218402454e+16,2025-07-11 18:00:00
49.27,-123.13,1.5390297388461222e+16,2025-07-11 18:00:00
49.27,-123.11,1.560409109061394e+16,2025-07-11 18:00:00
49.27,-123.09,1.7772593659125302e+16,2025-07-11 18:00:00
49.27,-123.07,1.82009199114776e+16,2025-07-11 18:00:00
49.27,-123.05,1.8242566842157024e+16,2025-07-11 18:00:00
49.27,-123.03,1.827910595040066e+16,2025-07-11 18:00:00
49.27,-123.01,2.0769023915290744e+16,2025-07-11 18:00:00
49.27,-122.99,2.2285657491426784e+16,2025-07-11 18:00:00
49.27,-122.97,2.159448803252618e+16,2025-07-11 18:00:00
49.27,-122.95,2.090221491136792e+16,2025-07-11 18:00:00
49.27,-122.93,2.0244487966465268e+16,2025-07-11 18:00:00
49.27,-122.91,1.816350139482666e+16,2025-07-11 18:00:00
49.29,-123.29,3467799016289721.0,2025-07-11 18:00:00
49.29,-123.27,5805273048734138.0,2025-07-11 18:00:00
49.29,-123.25,5640987312344900.0,2025-07-11 18:00:00
49.29,-123.23,5395615935169718.0,2025-07-11 18:00:00
49.29,-123.21,5408660028339002.0,2025-07-11 18:00:00
49.29,-123.19,9373132115062594.0,2025-07-11 18:00:00
49.29,-123.17,9589011592866720.0,2025-07-11 18:00:00
49.29,-123.15,8872570861234873.0,2025-07-11 18:00:00
49.29,-123.13,8435195164971497.0,2025-07-11 18:00:00
49.29,-123.11,1.6303478262006264e+16,2025-07-11 18:00:00
49.29,-123.09,1.8670334277279884e+16,2025-07-11 18:00:00
49.29,-123.07,1.8673854379419428e+16,2025-07-11 18:00:00
49.29,-123.05,1.8673854379419428e+16,2025-07-11 18:00:00
49.29,-123.03,1.8201556337447788e+16,2025-07-11 18:00:00
49.29,-123.01,1.7763157692120594e+16,2025-07-11 18:00:00
49.29,-122.99,1.7802238251668486e+16,2025-07-11 18:00:00
49.29,-122.97,1.7864595251964716e+16,2025-07-11 18:00:00
49.29,-122.95,1.7316105567868658e+16,2025-07-11 18:00:00
49.29,-122.93,1.7109315509411854e+16,2025-07-11 18:00:00
49.29,-122.91,1.6730734131767842e+16,2025-07-11 18:00:00
49.31,-123.29,3455945969378442.5,2025-07-11 18:00:00
49.31,-123.27,3595153050850055.5,2025-07-11 18:00:00
49.31,-123.25,3614501088510770.5,2025-07-11 18:00:00
49.31,-123.23,3726542504835293.5,2025-07-11 18:00:00
49.31,-123.21,5595832126463426.0,2025-07-11 18:00:00
49.31,-123.19,6152577145804564.0,2025-07-11 18:00:00
49.31,-123.17,6093698026079489.0,2025-07-11 18:00:00
49.31,-123.15,6036233269490143.0,2025-07-11 18:00:00
49.31,-123.13,1.1208148961803872e+16,2025-07-11 18:00:00
49.31,-123.11,1.5086921671962888e+16,2025-07-11 18:00:00
49.31,-123.09,1.4649297746143194e+16,2025-07-11 18:00:00
49.31,-123.07,1.4210837807536704e+16,2025-07-11 18:00:00
49.31,-123.05,1.5685859665083272e+16,2025-07-11 18:00:00
49.31,-123.03,1.850281499099576e+16,2025-07-11 18:00:00
49.31,-123.01,1.8561227365083308e+16,2025-07-11 18:00:00
49.31,-122.99,1.858439241504521e+16,2025-07-11 18:00:00
49.31,-122.97,1.7820174330395808e+16,2025-07-11 18:00:00
49.31,-122.95,1.3809722463114432e+16,2025-07-11 18:00:00
49.31,-122.93,1.317433644159418e+16,2025-07-11 18:00:00
49.31,-122.91,1.2859974065843338e+16,2025-07-11 18:00:00
49.33,-123.29,3878431588109576.0,2025-07-11 18:00:00
49.33,-123.27,3900830301516821.5,2025-07-11 18:00:00
49.33,-123.25,3912136090567489.5,2025-07-11 18:00:00
49.33,-123.23,4981097982216092.0,2025-07-11 18:00:00
49.33,-123.21,5606226616368423.0,2025-07-11 18:00:00
49.33,-123.19,5658236297691496.0,2025-07-11 18:00:00
49.33,-123.17,5729841350661435.0,2025-07-11 18:00:00
49.33,-123.15,9001858323030824.0,2025-07-11 18:00:00
49.33,-123.13,1.34910063658793e+16,2025-07-11 18:00:00
49.33,-123.11,1.361109662745579e+16,2025-07-11 18:00:00
49.33,-123.09,1.3731406481182562e+16,2025-07-11 18:00:00
49.33,-123.07,1.2970943553806342e+16,2025-07-11 18:00:00
49.33,-123.05,1.2638815901100022e+16,2025-07-11 18:00:00
49.33,-123.03,1.2197022894179654e+16,2025-07-11 18:00:00
49.33,-123.01,1.1481919061051538e+16,2025-07-11 18:00:00
49.33,-122.99,1.0724383992868526e+16,2025-07-11 18:00:00
49.33,-122.97,9516315086537224.0,2025-07-11 18:00:00
49.33,-122.95,9009870788999898.0,2025-07-11 18:00:00
49.33,-122.93,9009870788999898.0,2025-07-11 18:00:00
49.33,-122.91,8963998867835595.0,2025-07-11 18:00:00
49.35,-123.29,3218191222609512.5,2025-07-11 18:00:00
49.35,-123.27,3134815870354709.5,2025-07-11 18:00:00
49.35,-123.25,4709053419736787.0,2025-07-11 18:00:00
49.35,-123.23,6432513613681556.0,2025-07-11 18:00:00
49.35,-123.21,6501431463835293.0,2025-07-11 18:00:00
49.35,-123.19,6453243523015974.0,2025-07-11 18:00:00
49.35,-123.17,7236581713329766.0,2025-07-11 18:00:00
49.35,-123.15,1.2999784956521574e+16,2025-07-11 18:00:00
49.35,-123.13,1.310853187094943e+16,2025-07-11 18:00:00
49.35,-123.11,1.2970229434308884e+16,2025-07-11 18:00:00
49.35,-123.09,1.2633018068449154e+16,2025-07-11 18:00:00
49.35,-123.07,8767931415195112.0,2025-07-11 18:00:00
49.35,-123.05,7938610162761951.0,2025-07-11 18:00:00
49.35,-123.03,7691221181934989.0,2025-07-11 18:00:00
49.35,-123.01,7427739727311538.0,2025-07-11 18:00:00
49.35,-122.99,6873531833420479.0,2025-07-11 18:00:00
49.35,-122.97,6495021047283019.0,2025-07-11 18:00:00
49.35,-122.95,6295054545016441.0,2025-07-11 18:00:00
49.35,-122.93,6094547316729396.0,2025-07-11 18:00:00
49.35,-122.91,4819023688616606.0,2025-07-11 18:00:00
49.15,-123.29,4202383328760458.0,2025-07-11 19:00:00
49.15,-123.27,4217431614885290.5,2025-07-11 19:00:00
49.15,-123.25,4231080265909465.0,2025-07-11 19:00:00
49.15,-123.23,4396844639496778.0,2025-07-11 19:00:00
49.15,-123.21,5531371447499119.0,2025-07-11 19:00:00
49.15,-123.19,5662649951714823.0,2025-07-11 19:00:00
49.15,-123.17,5688583438451125.0,2025-07-11 19:00:00
49.15,-123.15,5746023231621925.0,2025-07-11 19:00:00
49.15,-123.13,6404263239042733.0,2025-07-11 19:00:00
49.15,-123.11,6638366610991313.0,2025-07-11 19:00:00
49.15,-123.09,6684761886983768.0,2025-07-11 19:00:00
49.15,-123.07,6733922772716881.0,2025-07-11 19:00:00
49.15,-123.05,1.1894791061161094e+16,2025-07-11 19:00:00
49.15,-123.03,1.5375377235850718e+16,2025-07-11 19:00:00
49.15,-123.01,1.5375377235850718e+16,2025-07-11 19:00:00
49.15,-122.99,1.5402319576085034e+16,2025-07-11 19:00:00
49.15,-122.97,1.2863094889393362e+16,2025-07-11 19:00:00
49.15,-122.95,8447601730883214.0,2025-07-11 19:00:00
49.15,-122.93,9061664447632014.0,2025-07-11 19:00:00
49.15,-122.91,9682260811583504.0,2025-07-11 19:00:00
49.17,-123.29,4360814768392005.5,2025-07-11 19:00:00
49.17,-123.27,4360814768392005.0,2025-07-11 19:00:00
49.17,-123.25,4422066669040646.0,2025-07-11 19:00:00
49.17,-123.23,5657629417511886.0,2025-07-11 19:00:00
49.17,-123.21,6012690896589337.0,2025-07-11 19:00:00
49.17,-123.19,6110575216700867.0,2025-07-11 19:00:00
49.17,-123.17,6216285527809460.0,2025-07-11 19:00:00
49.17,-123.15,7267439037182265.0,2025-07-11 19:00:00
49.17,-123.13,7881265304341482.0,2025-07-11 19:00:00
49.17,-123.11,8084942555889882.0,2025-07-11 19:00:00
49.17,-123.09,8289008812277996.0,2025-07-11 19:00:00
49.17,-123.07,1.2796260562699882e+16,2025-07-11 19:00:00
49.17,-123.05,1.857074560817384e+16,2025-07-11 19:00:00
49.17,-123.03,1.888837321466253e+16,2025-07-11 19:00:00
49.17,-123.01,1.9206615649141428e+16,2025-07-11 19:00:00
49.17,-122.99,1.8426450003264696e+16,2025-07-11 19:00:00
49.17,-122.97,1.4660146080424934e+16,2025-07-11 19:00:00
49.17,-122.95,1.4534884607292484e+16,2025-07-11 19:00:00
49.17,-122.93,1.4534884607292484e+16,2025-07-11 19:00:00
49.17,-122.91,1.3997573579835602e+16,2025-07-11 19:00:00
49.19,-123.29,4984218719242802.0,2025-07-11 19:00:00
49.19,-123.27,5049930157893174.0,2025-07-11 19:00:00
49.19,-123.25,6471920621776110.0,2025-07-11 19:00:00
49.19,-123.23,7097609288347280.0,2025-07-11 19:00:00
49.19,-123.21,7097609288347280.0,2025-07-11 19:00:00
49.19,-123.19,7097609288347280.0,2025-07-11 19:00:00
49.19,-123.17,8149424567889561.0,2025-07-11 19:00:00
49.19,-123.15,9391553000771560.0,2025-07-11 19:00:00
49.19,-123.13,9363217791958308.0,2025-07-11 19:00:00
49.19,-123.11,9334828183074706.0,2025-07-11 19:00:00
49.19,-123.09,1.174411910898434e+16,2025-07-11 19:00:00
49.19,-123.07,1.8486187965575636e+16,2025-07-11 19:00:00
49.19,-123.05,1.848850606678023e+16,2025-07-11 19:00:00
49.19,-123.03,1.8317916772610796e+16,2025-07-11 19:00:00
49.19,-123.01,1.8374343759548444e+16,2025-07-11 19:00:00
49.19,-122.99,1.8302082020777076e+16,2025-07-11 19:00:00
49.19,-122.97,1.8246911728195964e+16,2025-07-11 19:00:00
49.19,-122.95,1.8631069385288956e+16,2025-07-11 19:00:00
49.19,-122.93,1.882419803157125e+16,2025-07-11 19:00:00
49.19,-122.91,1.2309286185342864e+16,2025-07-11 19:00:00
49.21,-123.29,4829904524211073.0,2025-07-11 19:00:00
49.21,-123.27,5937905784321373.0,2025-07-11 19:00:00
49.21,-123.25,6889708850661306.0,2025-07-11 19:00:00
49.21,-123.23,6867004543704714.0,2025-07-11 19:00:00
49.21,-123.21,6844256964659839.0,2025-07-11 19:00:00
